TILENAME,RA_CENT,DEC_CENT
DES1144-2915,176.01755600,-29.25281500
DES1151-4249,177.76970400,-42.81670400
DES1205-2749,181.38330200,-27.82503700
DES1206-2832,181.54234100,-28.53892600
DES0812+2208,123.10434100,22.14718500
DES1052+1917,163.08585800,19.29163000
DES1618-1958,244.65374200,-19.97225900
DES1218-2206,184.70105700,-22.11392600
DES1441-2415,220.37448600,-24.25559300
DES1458-0958,224.51195100,-9.97781500
DES1354-2458,208.73512100,-24.96948100
DES0703+2126,105.96485300,21.43329600
DES1043-1749,160.97048100,-17.83059300
DES1104-2458,166.21047100,-24.96948100
DES1155-2458,178.81036800,-24.96948100
DES0901-0958,135.35512400,-9.97781500
DES1131+2334,172.81520500,23.57496300
DES1455-2832,223.79904700,-28.53892600
DES1216-3832,184.22131500,-38.53337000
DES1108+0126,167.08291700,1.44440700
DES1215-2832,183.98022800,-28.53892600
DES1219-3040,184.77563900,-30.68059300
DES1108+2208,167.03747100,22.14718500
DES1451-2832,222.98641800,-28.53892600
DES1501-2832,225.42430500,-28.53892600
DES1520-2915,230.02118000,-29.25281500
DES0849-1250,132.45704800,-12.83337000
DES1250+1626,192.62552700,16.43607400
DES1324+1834,201.19062200,18.57774100
DES1412+0835,213.17576500,8.58329600
DES0725+2126,111.33334200,21.43329600
DES1545+0001,236.25005100,0.01663000
DES1544+1000,236.14251100,10.01107400
DES1108-2958,167.15972000,-29.96670400
DES1400+1000,210.04515400,10.01107400
DES1650-2206,252.51159900,-22.11392600
DES1351+1543,207.94622600,15.72218500
DES1113-0833,168.39109900,-8.55003700
DES1133+2751,173.39046700,27.85829600
DES1145-1707,176.44104000,-17.11670400
DES1423+0500,215.98507700,5.01385200
DES1037+2417,159.36369600,24.28885200
DES1118+0543,169.70224400,5.72774100
DES1458-0333,224.70914300,-3.55281500
DES1200-1332,180.08946000,-13.54725900
DES1444-2415,221.15749800,-24.25559300
DES0826-1250,126.59962100,-12.83337000
DES0944+1751,146.01555200,17.86385200
DES1046-1915,161.52297900,-19.25837000
DES1253+2708,193.38054500,27.14440700
DES0932+1043,143.14648100,10.72496300
DES1008+1417,152.21656000,14.29440700
DES1554+2043,238.61932300,20.71940700
DES1539-0124,234.91928000,-1.41114800
DES0757+0543,119.47927400,5.72774100
DES0812+0543,123.06662900,5.72774100
DES1020-1250,155.15458200,-12.83337000
DES1104+0335,166.06664600,3.58607400
DES0728+0835,112.09924700,8.58329600
DES1633+1000,248.46626300,10.01107400
DES1031-2332,157.95450900,-23.54170400
DES0830+2708,127.59610300,27.14440700
DES1224+3000,186.20391600,29.99996300
DES0951+1500,147.81684500,15.00829600
DES1209+1000,182.49794400,10.01107400
DES1405-0207,211.46780400,-2.12503700
DES1256-1915,194.03980900,-19.25837000
DES1446-0458,221.70252300,-4.98059300
DES1554-0707,238.74810200,-7.12225900
DES1315-2041,198.86774500,-20.68614800
DES0934-2706,143.57294900,-27.11114800
DES1131+0126,172.79584400,1.44440700
DES0905-2458,136.28571800,-24.96948100
DES1224-4623,186.15143900,-46.38614800
DES1229-4457,187.39169900,-44.95837000
DES0757+0709,119.33592600,7.15551900
DES0907-1250,136.85011900,-12.83337000
DES1330+1126,202.70080900,11.43885200
DES1316-3206,199.02351600,-32.10837000
DES1342-3249,205.53152300,-32.82225900
DES1542-2958,235.55597200,-29.96670400
DES0909-1541,137.45442000,-15.68892600
DES1152+0252,178.04158900,2.87218500
DES0939-3457,144.97391800,-34.96392600
DES0941-3749,145.44800600,-37.81948100
DES1257-1458,194.33668300,-14.97503700
DES1101-0541,165.38284900,-5.69448100
DES1107+1334,166.90706000,13.58051900
DES1513+1252,228.41402100,12.86663000
DES1608+0209,242.19326900,2.15829600
DES1631-2124,247.77039800,-21.40003700
DES1103-0250,165.88293300,-2.83892600
DES1112+0917,168.18712800,9.29718500
DES1656-1458,254.19453600,-14.97503700
DES1430-3957,217.70034300,-39.96114800
DES1302-2706,195.70361300,-27.11114800
DES1048+2708,162.09282300,27.14440700
DES1159+2251,179.96307000,22.86107400
DES1323-2249,200.81114600,-22.82781500
DES1649-1207,252.33521600,-12.11948100
DES1146-2041,176.73827400,-20.68614800
DES1323-0624,200.91429400,-6.40837000
DES1009-3040,152.40256800,-30.68059300
DES1736-0624,264.13151700,-6.40837000
DES1030-0416,157.68094000,-4.26670400
DES0852+2000,133.04298000,20.00551900
DES1241+2126,190.32681900,21.43329600
DES1052-2415,163.21465400,-24.25559300
DES1315+2043,198.93016500,20.71940700
DES1109+1834,167.29963200,18.57774100
DES1209-1832,182.31007000,-18.54448100
DES0852+1500,133.03482500,15.00829600
DES1622-0041,245.55506700,-0.69725900
DES0834+1334,128.71707400,13.58051900
DES1038-0833,159.72815700,-8.55003700
DES0806+1252,121.50177400,12.86663000
DES1125-3623,171.29692700,-36.39170400
DES1107-0333,166.77279800,-3.55281500
DES1101-2041,165.29199500,-20.68614800
DES1352+0500,208.10213600,5.01385200
DES1329-2332,202.34042200,-23.54170400
DES0725+1709,111.48951400,17.14996300
DES0755-0333,118.85014200,-3.55281500
DES1049-1332,162.46578600,-13.54725900
DES1135+0917,173.97426100,9.29718500
DES1309+1500,197.33661000,15.00829600
DES1418-0333,214.69545400,-3.55281500
DES1444-1541,221.24557000,-15.68892600
DES1656+0126,254.20504600,1.44440700
DES0912+2126,138.17578600,21.43329600
DES1208-2415,182.00692800,-24.25559300
DES1250-2124,192.56425500,-21.40003700
DES1328-0707,202.05665400,-7.12225900
DES1253-0041,193.43731900,-0.69725900
DES0843+0709,130.84780700,7.15551900
DES1301-0750,195.32041600,-7.83614800
DES1504-0833,226.14404700,-8.55003700
DES0913-1624,138.25303800,-16.40281500
DES0914+0917,138.52806800,9.29718500
DES0936-0124,144.22788800,-1.41114800
DES1556+0626,239.00952900,6.44163000
DES1001-4040,150.32151300,-40.67503700
DES1737-0958,264.37882600,-9.97781500
DES1315+1834,198.93122300,18.57774100
DES1351-0124,207.78327300,-1.41114800
DES1259-1332,194.77585400,-13.54725900
DES1322-2915,200.56465800,-29.25281500
DES1005+1334,151.48418100,13.58051900
DES1041-1415,160.28391300,-14.26114800
DES1036-3123,159.20720700,-31.39448100
DES1028-0958,157.10069100,-9.97781500
DES1138+1543,174.57261000,15.72218500
DES1431-2249,217.85137500,-22.82781500
DES0945+1000,146.25161500,10.01107400
DES1152+1000,178.14838500,10.01107400
DES1224-0541,186.18829800,-5.69448100
DES1416-2458,214.24757600,-24.96948100
DES1134-3332,173.64991700,-33.53614800
DES1012+2834,153.17572400,28.57218500
DES1039-0124,159.93820800,-1.41114800
DES1101-2206,165.43669900,-22.11392600
DES1113+2043,168.40004400,20.71940700
DES1449-0458,222.41911800,-4.98059300
DES0749+2625,117.49355200,26.43051900
DES1021-0333,155.32858100,-3.55281500
DES0851-0707,132.99040000,-7.12225900
DES1217+0835,184.29676000,8.58329600
DES0713+2126,108.26563400,21.43329600
DES0919+1626,139.77992500,16.43607400
DES1114-0958,168.69832800,-9.97781500
DES1531-0124,232.77696400,-1.41114800
DES1311-1915,197.82083600,-19.25837000
DES0743+1709,115.97216300,17.14996300
DES1202+1751,180.51786900,17.86385200
DES1143-4623,175.80215000,-46.38614800
DES1342+0543,205.57579400,5.72774100
DES1449+0500,222.43475600,5.01385200
DES1212+1334,183.06436100,13.58051900
DES1140+0209,175.04007300,2.15829600
DES1120-2832,170.16553600,-28.53892600
DES1243-4123,190.94904000,-41.38892600
DES0752+2500,118.22845800,25.00274100
DES1259+1626,194.85844000,16.43607400
DES1028+1709,157.06311800,17.14996300
DES1150+0917,177.59122000,9.29718500
DES1505-1707,226.48831800,-17.11670400
DES0759+0500,119.95651700,5.01385200
DES0957+1252,149.32824900,12.86663000
DES1041+0835,160.47158000,8.58329600
DES1450+0835,222.56144100,8.58329600
DES1550-1207,237.73196100,-12.11948100
DES1559-1207,239.92245000,-12.11948100
DES0819+0418,124.75992800,4.29996300
DES1132+2208,173.20352500,22.14718500
DES1604+2751,241.21795400,27.85829600
DES0705+1751,106.26288300,17.86385200
DES0845-1041,131.49736500,-10.69170400
DES0843+1334,130.92034200,13.58051900
DES0741+2543,115.47034600,25.71663000
DES0849-1541,132.26381700,-15.68892600
DES1304-2415,196.10113300,-24.25559300
DES1404-2041,211.07710900,-20.68614800
DES1313+1252,198.39071900,12.86663000
DES0852+2500,133.19489200,25.00274100
DES1200-0750,180.18743900,-7.83614800
DES1504-1458,226.11307400,-14.97503700
DES1147-1541,176.75469400,-15.68892600
DES1150-0915,177.56625700,-9.26392600
DES1411-1458,212.81132900,-14.97503700
DES0847+1834,131.90237600,18.57774100
DES1217+0500,184.45331100,5.01385200
DES1313+2000,198.37989000,20.00551900
DES1546+1626,236.53947800,16.43607400
DES1501+1126,225.27985700,11.43885200
DES1209-3832,182.39608600,-38.53337000
DES1237-4748,189.26973400,-47.81392600
DES1327-2623,201.91579500,-26.39725900
DES1606-3457,241.66747800,-34.96392600
DES1611-3540,242.80669900,-35.67781500
DES1023+0209,155.75138900,2.15829600
DES1307+2000,196.86042700,20.00551900
DES1334+0709,203.51655700,7.15551900
DES1459-0124,224.92180400,-1.41114800
DES1445-0124,221.35127700,-1.41114800
DES0939-2915,144.92456100,-29.25281500
DES1301-1207,195.38252300,-12.11948100
DES1539-1250,234.96203700,-12.83337000
DES1119-3749,169.84837800,-37.81948100
DES1242-3706,190.70006500,-37.10559300
DES1523-2706,230.99206100,-27.11114800
DES1518-1915,229.58146000,-19.25837000
DES1523-1332,230.75752100,-13.54725900
DES1610-0624,242.58019100,-6.40837000
DES1623-1707,245.90964900,-17.11670400
DES1654-1041,253.54955000,-10.69170400
DES1059+1751,164.76681100,17.86385200
DES1125+0043,171.30698300,0.73051900
DES1105-3415,166.32383200,-34.25003700
DES1225-2832,186.41811500,-28.53892600
DES1227-3457,186.78735000,-34.96392600
DES1322-3457,200.72516000,-34.96392600
DES1637-1207,249.41456500,-12.11948100
DES1401-0833,210.26198700,-8.55003700
DES1334-2706,203.72371500,-27.11114800
DES1523-1415,230.99638100,-14.26114800
DES1348-1250,207.13925400,-12.83337000
DES1035-2623,158.87843200,-26.39725900
DES1057-3206,164.46873100,-32.10837000
DES1357-4748,209.46788900,-47.81392600
DES1506-2749,226.58773400,-27.82503700
DES1510-3457,227.72966800,-34.96392600
DES1143-3957,175.78799400,-39.96114800
DES1214-2458,183.53532900,-24.96948100
DES1206-3749,181.59670600,-37.81948100
DES0903+1500,135.99122900,15.00829600
DES1109+1626,167.31918200,16.43607400
DES1223+1126,185.94861200,11.43885200
DES1555-1332,238.83503800,-13.54725900
DES1032+1417,158.11013900,14.29440700
DES1226+1751,186.51827200,17.86385200
DES0939-1415,144.81556000,-14.26114800
DES1621-2958,245.44458700,-29.96670400
DES1059+0043,164.88146000,0.73051900
DES0941-3332,145.38685100,-33.53614800
DES1104-2541,166.11188300,-25.68337000
DES1405-2623,211.47965400,-26.39725900
DES1059-1958,164.89881400,-19.97225900
DES1102+1126,165.55463300,11.43885200
DES1726-0833,261.51772800,-8.55003700
DES1203+0209,180.75523900,2.15829600
DES1711+0917,257.88769700,9.29718500
DES0813+2417,123.33572100,24.28885200
DES0904+2751,136.24684300,27.85829600
DES1337+0252,204.48870200,2.87218500
DES1426+0252,216.64007800,2.87218500
DES0959+1751,149.76580400,17.86385200
DES1019-0958,154.92613500,-9.97781500
DES1132+0252,173.03808200,2.87218500
DES1226+0252,186.61903100,2.87218500
DES1117-0624,169.30568300,-6.40837000
DES0949-2249,147.36679300,-22.82781500
DES1102+0626,165.73022100,6.44163000
DES1157-0458,179.42344200,-4.98059300
DES1103+0252,165.89021300,2.87218500
DES1539-0416,234.99521000,-4.26670400
DES1336-2041,204.20934200,-20.68614800
DES1329-1624,202.25223100,-16.40281500
DES0752+0335,118.14225000,3.58607400
DES1123+0752,170.83993400,7.86940700
DES1142+1834,175.58409600,18.57774100
DES1421+0835,215.34169000,8.58329600
DES1510-1207,227.50968300,-12.11948100
DES1020-1415,155.12779500,-14.26114800
DES1057+2708,164.49957100,27.14440700
DES1139+2543,174.89830200,25.71663000
DES1038+2000,159.63358300,20.00551900
DES0939-0624,144.88084700,-6.40837000
DES1407+1417,211.88904000,14.29440700
DES1636+0126,249.20623500,1.44440700
DES0809+0543,122.34915800,5.72774100
DES1014+0917,153.71929400,9.29718500
DES1209+1417,182.42114900,14.29440700
DES1314+0917,198.56957900,9.29718500
DES1027+2043,156.95124900,20.71940700
DES1356+0001,209.12227200,0.01663000
DES1640+0252,250.23505900,2.87218500
DES1354-2415,208.62931500,-24.25559300
DES1052+1334,163.23494600,13.58051900
DES1236+2543,189.16101100,25.71663000
DES1300-0207,195.03706000,-2.12503700
DES1156+0543,179.02936700,5.72774100
DES1203+1209,180.81252100,12.15274100
DES1307+0543,196.96614200,5.72774100
DES1714+0543,258.66864900,5.72774100
DES0955-3540,148.77101000,-35.67781500
DES1438+0626,219.61206500,6.44163000
DES1624+0626,246.19377500,6.44163000
DES1252-1749,193.21660600,-17.83059300
DES1532-1707,233.21108600,-17.11670400
DES1048+2251,162.14391800,22.86107400
DES1708-1458,257.15047900,-14.97503700
DES1110-2623,167.64530200,-26.39725900
DES1143+1043,175.84262700,10.72496300
DES0959-0750,149.92148600,-7.83614800
DES1325+1543,201.27150300,15.72218500
DES1222-2832,185.60548600,-28.53892600
DES0853+0626,133.40111400,6.44163000
DES1714+1043,258.67286500,10.72496300
DES0817+0252,124.43257700,2.87218500
DES1053+1126,163.36956400,11.43885200
DES1246-0250,191.61451200,-2.83892600
DES1224-2206,186.24220600,-22.11392600
DES1455-0333,223.99388000,-3.55281500
DES0900-2958,135.02172200,-29.96670400
DES1144-3540,176.01499500,-35.67781500
DES0843+1626,130.84827300,16.43607400
DES1227+2708,186.96255100,27.14440700
DES1256+0709,194.16315300,7.15551900
DES1542-0124,235.63338600,-1.41114800
DES1053+1417,163.26702000,14.29440700
DES1136+1709,174.24660800,17.14996300
DES1232+0626,188.00138300,6.44163000
DES0945+2334,146.33268000,23.57496300
DES1109+0335,167.49722400,3.58607400
DES1657+0917,254.27073800,9.29718500
DES1256+2126,194.16145400,21.43329600
DES0843-0250,130.85939500,-2.83892600
DES1643-1541,250.90615400,-15.68892600
DES0936-3457,144.10280500,-34.96392600
DES0912-2415,138.15828900,-24.25559300
DES1302-0915,195.64933000,-9.26392600
DES1242-2541,190.66856100,-25.68337000
DES1405-4331,211.38409100,-43.53059300
DES1429-2458,217.39755000,-24.96948100
DES1032-1124,158.24247600,-11.40559300
DES1339+2126,204.89843200,21.43329600
DES1516-1749,229.21228100,-17.83059300
DES0908-2706,137.15686800,-27.11114800
DES1313+0001,198.41393800,0.01663000
DES1346+1334,206.56589100,13.58051900
DES0825+1626,126.38244800,16.43607400
DES1041-2124,160.36067200,-21.40003700
DES1045-2249,161.30879800,-22.82781500
DES1142-1958,175.53280400,-19.97225900
DES1318+0500,199.50256300,5.01385200
DES0938-3749,144.54428900,-37.81948100
DES1122-1458,170.68913700,-14.97503700
DES1202-4249,180.68936600,-42.81670400
DES1006+1917,151.74047000,19.29163000
DES1056+2000,164.19197200,20.00551900
DES1035-1250,158.81547400,-12.83337000
DES0929+2043,142.44944100,20.71940700
DES1202+2417,180.51055100,24.28885200
DES1435+0626,218.89364100,6.44163000
DES1107-0707,166.80408700,-7.12225900
DES1624+2543,246.21184900,25.71663000
DES1349-1415,207.42555900,-14.26114800
DES1119+1500,169.98987400,15.00829600
DES1159-4331,179.87482400,-43.53059300
DES0945-3749,146.35172400,-37.81948100
DES1040+0917,160.22981900,9.29718500
DES1535-1541,233.85131800,-15.68892600
DES1607+0335,241.88733100,3.58607400
DES1720+1126,260.24096300,11.43885200
DES1012-2915,153.10692800,-29.25281500
DES0730+0626,112.56680100,6.44163000
DES1219+0418,184.89586900,4.29996300
DES1157-1832,179.29812600,-18.54448100
DES1520-1958,230.22189800,-19.97225900
DES0937-1958,144.39040400,-19.97225900
DES0746+1709,116.71927100,17.14996300
DES1423-3706,215.76370300,-37.10559300
DES0918+1334,139.73341600,13.58051900
DES0855+1252,133.95046000,12.86663000
DES1106+0752,166.51587900,7.86940700
DES0830+0752,127.59938800,7.86940700
DES1336-1832,204.14666400,-18.54448100
DES1622-0541,245.73492700,-5.69448100
DES1223+1626,185.92678900,16.43607400
DES1332-4249,203.07344800,-42.81670400
DES0736+1043,114.08324000,10.72496300
DES1258-3040,194.73658400,-30.68059300
DES1415-4706,213.88663500,-47.10003700
DES0925-1707,141.33324800,-17.11670400
DES1250+0709,192.72416800,7.15551900
DES0737+2751,114.44515100,27.85829600
DES0906+0252,136.58395300,2.87218500
DES1436-3249,219.12363900,-32.82225900
DES1427-3123,216.91369400,-31.39448100
DES1302-1624,195.55464100,-16.40281500
DES0823+2543,125.77119200,25.71663000
DES0858-0958,134.63027100,-9.97781500
DES1301+2543,195.49999300,25.71663000
DES1440+1209,220.24624200,12.15274100
DES1645-0041,251.26660100,-0.69725900
DES1459-2124,224.76783800,-21.40003700
DES1455-0958,223.78709900,-9.97781500
DES1749-0541,267.25780500,-5.69448100
DES1133-3123,173.42474700,-31.39448100
DES1142-4040,175.73623100,-40.67503700
DES0951+0126,147.80179100,1.44440700
DES1034+0126,158.51352800,1.44440700
DES0916-3206,139.18474300,-32.10837000
DES0923-3249,140.96897200,-32.82225900
DES0825+2417,126.46858800,24.28885200
DES1111-1541,167.85651800,-15.68892600
DES1405+0543,211.31556200,5.72774100
DES1313-4457,198.48913700,-44.95837000
DES0855-0541,133.81596200,-5.69448100
DES1108+1126,167.01134600,11.43885200
DES0930+2834,142.60820200,28.57218500
DES1150-0541,177.57914700,-5.69448100
DES1723+0917,260.78126400,9.29718500
DES1416-0124,214.21022200,-1.41114800
DES1328-1250,202.01400500,-12.83337000
DES1342-1707,205.57303700,-17.11670400
DES1352-2041,208.02476800,-20.68614800
DES0829+2543,127.35593700,25.71663000
DES1104+2708,166.10406900,27.14440700
DES1130+1834,172.57156400,18.57774100
DES1157-1332,179.35514000,-13.54725900
DES1545+2000,236.36646500,20.00551900
DES0726+2208,111.54299100,22.14718500
DES1228+0043,187.01381500,0.73051900
DES1409-2249,212.42948400,-22.82781500
DES1312-4914,198.20688500,-49.24170400
DES1053-1124,163.34037200,-11.40559300
DES1154-1124,178.63405800,-11.40559300
DES1131-2958,172.92807800,-29.96670400
DES1035+1500,158.90335900,15.00829600
DES0929+2543,142.41101900,25.71663000
DES1325+2000,201.41881600,20.00551900
DES1330+2500,202.51311200,25.00274100
DES1229+0252,187.33381800,2.87218500
DES1326-3206,201.55191500,-32.10837000
DES1351-1541,207.89830700,-15.68892600
DES1420-0958,215.08887200,-9.97781500
DES0800+2417,120.20285300,24.28885200
DES1624+0001,246.24449500,0.01663000
DES1707-1749,256.95894600,-17.83059300
DES1150-4206,177.67734100,-42.10281500
DES1256-4414,194.03044100,-44.24448100
DES0923+2543,140.82627400,25.71663000
DES1204+0917,181.20817800,9.29718500
DES0949-2832,147.41192500,-28.53892600
DES0956-2706,149.18702100,-27.11114800
DES1436-2958,219.07494700,-29.96670400
DES1112-0333,168.20332500,-3.55281500
DES1120+0209,170.03930300,2.15829600
DES1601-3749,240.33834300,-37.81948100
DES1135-3957,173.92522300,-39.96114800
DES1205-3040,181.45532400,-30.68059300
DES1116-0041,169.16329900,-0.69725900
DES1352+0252,208.06263600,2.87218500
DES1413+0752,213.35980400,7.86940700
DES1513-0833,228.30978300,-8.55003700
DES1232-5205,188.08728600,-52.09725900
DES0921+0835,140.25627700,8.58329600
DES1644-2249,251.15727600,-22.82781500
DES0808-0458,122.09587400,-4.98059300
DES0854+0252,133.72480600,2.87218500
DES1058-4706,164.59656700,-47.10003700
DES1301-1749,195.46633600,-17.83059300
DES1008+2000,152.03626800,20.00551900
DES1227-0958,186.81963400,-9.97781500
DES0922+2625,140.61289000,26.43051900
DES1000+1252,150.06052500,12.86663000
DES1453-0541,223.49462000,-5.69448100
DES0840+2043,130.23739300,20.71940700
DES0950-2041,147.74103500,-20.68614800
DES0900-0250,135.14799100,-2.83892600
DES0917+0500,139.30555500,5.01385200
DES0927-0958,141.87879400,-9.97781500
DES0959-2706,149.98903100,-27.11114800
DES1209-3040,182.28540300,-30.68059300
DES1354+1709,208.61358900,17.14996300
DES1114-0624,168.58730500,-6.40837000
DES1059-0124,164.93694600,-1.41114800
DES1204+2500,181.24502100,25.00274100
DES1440-1041,220.13049900,-10.69170400
DES1442-1541,220.50405500,-15.68892600
DES1043+1917,160.81678100,19.29163000
DES1234-2124,188.73049500,-21.40003700
DES1334-1749,203.71534400,-17.83059300
DES0840+1417,130.11564200,14.29440700
DES0825+1709,126.43167900,17.14996300
DES1300-4414,195.02697800,-44.24448100
DES1548-1624,237.22853500,-16.40281500
DES1113+1209,168.39820200,12.15274100
DES1053-3332,163.37243900,-33.53614800
DES1509-0958,227.41136000,-9.97781500
DES0959-0624,149.90948900,-6.40837000
DES1129-1541,172.30560600,-15.68892600
DES0755+1126,118.93982400,11.43885200
DES1426-4123,216.64084200,-41.38892600
DES0724+2043,111.15606700,20.71940700
DES1447-2915,221.83881300,-29.25281500
DES1206-3706,181.74876500,-37.10559300
DES1202+0043,180.58829300,0.73051900
DES1337+0917,204.35671200,9.29718500
DES1451+0418,222.83878400,4.29996300
DES0831+2625,127.85739300,26.43051900
DES0826+0335,126.72572400,3.58607400
DES1228-3749,187.01901100,-37.81948100
DES0742+2417,115.50355200,24.28885200
DES0853-1124,133.48127000,-11.40559300
DES0935+0335,143.89267200,3.58607400
DES0854-0124,133.51630600,-1.41114800
DES1420+1252,215.23305900,12.86663000
DES1602-3415,240.59821600,-34.25003700
DES1116-1332,169.07466400,-13.54725900
DES1458-0624,224.62075200,-6.40837000
DES1222-0041,185.58396000,-0.69725900
DES0851-1915,132.78717700,-19.25837000
DES1518-1124,229.61301300,-11.40559300
DES1026-2541,156.60607200,-25.68337000
DES1522+0418,230.71372900,4.29996300
DES1057-4123,164.30568900,-41.38892600
DES1024-4331,156.24287400,-43.53059300
DES1139-2749,174.92552600,-27.82503700
DES1142-3623,175.73112900,-36.39170400
DES1151-3832,177.83301400,-38.53337000
DES1221-2958,185.28884700,-29.96670400
DES1357-3623,209.43106500,-36.39170400
DES1514-2541,228.69180600,-25.68337000
DES1413-2124,213.26655900,-21.40003700
DES1309-3206,197.33791600,-32.10837000
DES1321-4914,200.39381000,-49.24170400
DES1324-3123,201.02350200,-31.39448100
DES0709+2043,107.33980200,20.71940700
DES1345-1207,206.33496400,-12.11948100
DES1423-1207,215.82708000,-12.11948100
DES1422-4249,215.72532000,-42.81670400
DES1524-3457,231.21412100,-34.96392600
DES1723+1126,260.96931900,11.43885200
DES1403-2249,210.88037200,-22.82781500
DES1558-1749,239.71101900,-17.83059300
DES1544-0915,236.15541400,-9.26392600
DES1255-3206,193.96671800,-32.10837000
DES0914-1124,138.57916500,-11.40559300
DES1009+2917,152.36607700,29.28607400
DES1336+2208,204.03379200,22.14718500
DES1024+0835,156.13973000,8.58329600
DES1518+0917,229.67542100,9.29718500
DES1633-1915,248.48659300,-19.25837000
DES1036-2458,159.12303000,-24.96948100
DES1352+1334,208.03473700,13.58051900
DES1342+1834,205.70942100,18.57774100
DES1630+0043,247.69930400,0.73051900
DES1310-0041,197.72096900,-0.69725900
DES1358+1417,209.67894800,14.29440700
DES1311-0416,197.76982000,-4.26670400
DES0709+2126,107.49870700,21.43329600
DES1532-0624,233.24128300,-6.40837000
DES1646-1415,251.62085100,-14.26114800
DES1024-0707,156.01248500,-7.12225900
DES1111-0958,167.97347500,-9.97781500
DES1130-0541,172.55714200,-5.69448100
DES1611+1126,242.76041000,11.43885200
DES0838-0541,129.51138600,-5.69448100
DES1702+1252,255.50822100,12.86663000
DES1222-2124,185.66348700,-21.40003700
DES1028-0207,157.17491200,-2.12503700
DES1516-1624,229.04259200,-16.40281500
DES1413-0750,213.33586500,-7.83614800
DES1306-2041,196.57849000,-20.68614800
DES1109-4040,167.26465900,-40.67503700
DES1112-3040,168.17406400,-30.68059300
DES0737+2126,114.40105000,21.43329600
DES0922+0126,140.66063200,1.44440700
DES0947+2708,146.85008600,27.14440700
DES1140-1749,175.21876900,-17.83059300
DES1253-1415,193.43038200,-14.26114800
DES0852-2041,133.24241500,-20.68614800
DES1440+1126,220.18136200,11.43885200
DES1548-2041,237.02200700,-20.68614800
DES1029-1250,157.35111700,-12.83337000
DES1548-0541,237.12577600,-5.69448100
DES0934+2251,143.55002200,22.86107400
DES1106-1707,166.73037400,-17.11670400
DES0722+2334,110.50338300,23.57496300
DES1518+1000,229.61817200,10.01107400
DES1128-0833,172.00065800,-8.55003700
DES1429-0624,217.43697700,-6.40837000
DES1450-2041,222.52338700,-20.68614800
DES1147-3832,176.92039900,-38.53337000
DES1153-3623,178.39165000,-36.39170400
DES1210-3706,182.64389500,-37.10559300
DES1228-2832,187.23074400,-28.53892600
DES1511-1707,227.98226600,-17.11670400
DES1220-2915,185.01816000,-29.25281500
DES1345-2749,206.40718400,-27.82503700
DES1415-2623,213.87061800,-26.39725900
DES1203-0750,180.90805700,-7.83614800
DES1425-2041,216.41870600,-20.68614800
DES0927-0750,141.99468900,-7.83614800
DES1102-0833,165.50345100,-8.55003700
DES1114+0252,168.74936100,2.87218500
DES1603-3706,240.82734100,-37.10559300
DES1118-1624,169.50845800,-16.40281500
DES0804+0418,121.18040700,4.29996300
DES1011+1000,152.77595400,10.01107400
DES1523-0207,230.75606800,-2.12503700
DES1530-1958,232.50061000,-19.97225900
DES1537-1332,234.42912000,-13.54725900
DES1605-0541,241.43035100,-5.69448100
DES1229+1626,187.41539700,16.43607400
DES1429+1126,217.26793600,11.43885200
DES1323-0458,200.92128000,-4.98059300
DES1522-1458,230.54698900,-14.97503700
DES0913+1334,138.26457000,13.58051900
DES0933+1500,143.38223900,15.00829600
DES0957-2041,149.26720500,-20.68614800
DES0926-2332,141.60180500,-23.54170400
DES1022-0750,155.68642900,-7.83614800
DES0925-0915,141.40011100,-9.26392600
DES0946+1709,146.60360200,17.14996300
DES1156-0541,179.01400500,-5.69448100
DES1312+0626,198.05932700,6.44163000
DES1346+1417,206.73215900,14.29440700
DES1416+0752,214.08048000,7.86940700
DES1417+1209,214.40420900,12.15274100
DES1633+0043,248.41325100,0.73051900
DES1523-3832,230.76465300,-38.53337000
DES1640+0543,250.05899600,5.72774100
DES1211-1250,182.97736400,-12.83337000
DES1410-1624,212.67070500,-16.40281500
DES0809+2000,122.40673900,20.00551900
DES0749+1709,117.46638000,17.14996300
DES1148+1126,177.20833500,11.43885200
DES1226+1043,186.74134300,10.72496300
DES1514-1332,228.55456200,-13.54725900
DES1623-1250,245.94471400,-12.83337000
DES0954+1209,148.68134200,12.15274100
DES1329+0252,202.34434100,2.87218500
DES1620+1417,245.04041700,14.29440700
DES1426-0958,216.53857700,-9.97781500
DES1559-0041,239.84353300,-0.69725900
DES1619+1043,244.86782500,10.72496300
DES1325+1334,201.42493100,13.58051900
DES1501-3040,225.44949900,-30.68059300
DES1200-1250,180.04865000,-12.83337000
DES0859+0043,134.89569000,0.73051900
DES1205+2334,181.38308000,23.57496300
DES0811+1751,122.76399100,17.86385200
DES0956-2832,149.03718300,-28.53892600
DES0904+0418,136.21439300,4.29996300
DES1441+0917,220.27132900,9.29718500
DES1617+2751,244.44783400,27.85829600
DES1450-1958,222.62619100,-19.97225900
DES0846-2206,131.53142800,-22.11392600
DES1235-0250,188.75544700,-2.83892600
DES0701+3000,105.41978300,29.99996300
DES1302-1915,195.55222000,-19.25837000
DES1711-0958,257.85515500,-9.97781500
DES1101+1917,165.35493600,19.29163000
DES1144-2958,176.22428300,-29.96670400
DES0922-0624,140.57058100,-6.40837000
DES1011-0207,152.88863100,-2.12503700
